Zipcode,City,State,County
96858,Fort Shafter,HI,Honolulu
96859,Tripler Amc,HI,Honolulu
96859,Tripler Army Medical Center,HI,Honolulu
96859,Urban Honolulu,HI,Honolulu
96860,J B P H H,HI,Honolulu
96860,Jb Pearl Harbor Hickam,HI,Honolulu
96860,Joint Base Pearl Hbr Hickam,HI,Honolulu
96860,Pearl Harbor,HI,Honolulu
96860,,HI,Honolulu
96861,Camp H M Smith,HI,Honolulu
96861,Camp Smith,HI,Honolulu
96863,Kaneohe Station,HI,Honolulu
96863,M C B H K Bay,HI,Honolulu
96863,M C B H Kaneohe Bay,HI,Honolulu
96863,Mcbh K Bay,HI,Honolulu
96898,Wake Island,HI,Honolulu
96910,Agana Heights,GU,
96910,Asan,GU,
96910,Chalan Pago,GU,
96910,Hagatna,GU,
96910,Maite,GU,
96910,Mongmong,GU,
96910,Ordot,GU,
96910,Sinajana,GU,
96912,Dededo,GU,
96913,Barrigada,GU,
96913,Mangilao,GU,
96913,Tamuning,GU,
96915,Inarajan,GU,
96915,Merizo,GU,
96915,Piti,GU,
96915,Santa Rita,GU,
96915,Talofofo,GU,
96915,Umatac,GU,
96915,Yona,GU,
96916,Merizo,GU,
96917,Inarajan,GU,
96919,Agana Heights,GU,
96921,Barrigada,GU,
96923,Mangilao,GU,
96928,Agat,GU,
96929,Barrigada,GU,
96929,Dededo,GU,
96929,Yigo,GU,
96931,Tamuning,GU,
96932,Hagatna,GU,
96939,Palau,PW,
96940,Palau,PW,
96941,Pohnpei,FM,
96942,Chuuk,FM,
96943,Yap,FM,
96944,Kosrae,FM,
96950,Saipan,MP,
96951,Rota,MP,
96952,Tinian,MP,
96960,Majuro,MH,
96970,Ebeye,MH,
97001,Antelope,OR,Wasco
97001,Antelope,OR,Wasco
97001,,OR,Wasco
97002,Barlow,OR,Clackamas
97002,Wilsonville,OR,Clackamas
97002,,OR,Clackamas
97002,Aurora,OR,Marion
97002,Aurora,OR,Marion
97002,Butteville,OR,Marion
97002,Donald,OR,Marion
97002,,OR,Marion
97004,Beavercreek,OR,Clackamas
97004,Beavercreek,OR,Clackamas
97004,,OR,Clackamas
97005,Beaverton,OR,Washington
97005,Beaverton,OR,Washington
97005,Cedar Hills,OR,Washington
97005,West Slope,OR,Washington
97005,,OR,Washington
97006,Aloha,OR,Washington
97006,Beaverton,OR,Washington
97006,Beaverton,OR,Washington
97006,Hillsboro,OR,Washington
97006,Oak Hills,OR,Washington
97006,,OR,Washington
97007,Aloha,OR,Washington
97007,Beaverton,OR,Washington
97007,Beaverton,OR,Washington
97007,Hillsboro,OR,Washington
97007,,OR,Washington
97008,Beaverton,OR,Washington
97008,Beaverton,OR,Washington
97008,Garden Home-Whitford,OR,Washington
97009,Boring,OR,Clackamas
97009,Damascus,OR,Clackamas
97009,,OR,Clackamas
97009,,OR,Multnomah
97010,Bridal Veil,OR,Multnomah
97011,Brightwood,OR,Clackamas
97011,Mount Hood Village,OR,Clackamas
97011,,OR,Clackamas
97013,Barlow,OR,Clackamas
97013,Canby,OR,Clackamas
97013,Canby,OR,Clackamas
97013,Mulino,OR,Clackamas
97013,,OR,Clackamas
97014,Cascade Locks,OR,Hood River
97014,Cascade Locks,OR,Hood River
97014,,OR,Hood River
97014,,OR,Multnomah
97015,Clackamas,OR,Clackamas
97015,Gladstone,OR,Clackamas
97015,Happy Valley,OR,Clackamas
97015,Oatfield,OR,Clackamas
97015,,OR,Clackamas
97016,Westport,OR,Clatsop
97016,,OR,Clatsop
97016,Clatskanie,OR,Columbia
97016,Clatskanie,OR,Columbia
97016,,OR,Columbia
97017,Colton,OR,Clackamas
97017,,OR,Clackamas
97018,Columbia City,OR,Columbia
97018,Columbia City,OR,Columbia
97018,,OR,Columbia
97019,,OR,Clackamas
97019,Corbett,OR,Multnomah
97019,,OR,Multnomah
97020,Donald,OR,Marion
97020,Donald,OR,Marion
97021,Dufur,OR,Wasco
97021,Dufur,OR,Wasco
97021,,OR,Wasco
97022,Eagle Creek,OR,Clackamas
97022,,OR,Clackamas
97023,Estacada,OR,Clackamas
97023,Estacada,OR,Clackamas
97023,,OR,Clackamas
97024,Fairview,OR,Multnomah
97024,Fairview,OR,Multnomah
97024,Gresham,OR,Multnomah
97024,,OR,Multnomah
97026,Gervais,OR,Marion
97026,Gervais,OR,Marion
97026,,OR,Marion
97027,Gladstone,OR,Clackamas
97027,Gladstone,OR,Clackamas
97027,Jennings Lodge,OR,Clackamas
97027,Oatfield,OR,Clackamas
97027,,OR,Clackamas
97028,Government Camp,OR,Clackamas
97028,Government Camp,OR,Clackamas
97028,,OR,Clackamas
97029,Grass Valley,OR,Sherman
97029,Grass Valley,OR,Sherman
97029,,OR,Sherman
97030,Gresham,OR,Multnomah
97030,Gresham,OR,Multnomah
97030,,OR,Multnomah
97031,Hood River,OR,Hood River
97031,Hood River,OR,Hood River
97031,Odell,OR,Hood River
97031,,OR,Hood River
97032,,OR,Clackamas
97032,Donald,OR,Marion
97032,Hubbard,OR,Marion
97032,Hubbard,OR,Marion
97032,,OR,Marion
97033,Kent,OR,Sherman
97033,,OR,Sherman
97034,Lake Oswego,OR,Clackamas
97034,Lake Oswego,OR,Clackamas
97034,Portland,OR,Clackamas
97034,Stafford,OR,Clackamas
97034,West Linn,OR,Clackamas
97034,,OR,Clackamas
97034,Portland,OR,Multnomah
97034,,OR,Multnomah
97035,Lake Oswego,OR,Clackamas
97035,Lake Oswego,OR,Clackamas
97035,Rivergrove,OR,Clackamas
97035,,OR,Clackamas
97035,Lake Oswego,OR,Multnomah
97035,Portland,OR,Multnomah
97035,Lake Oswego,OR,Washington
97035,Rivergrove,OR,Washington
97035,Tualatin,OR,Washington
97035,,OR,Washington
97036,Marylhurst,OR,Clackamas
97037,Maupin,OR,Wasco
97037,Maupin,OR,Wasco
97037,Pine Grove,OR,Wasco
97037,,OR,Wasco
97038,Molalla,OR,Clackamas
97038,Molalla,OR,Clackamas
97038,,OR,Clackamas
97039,Grass Valley,OR,Sherman
97039,Moro,OR,Sherman
97039,Moro,OR,Sherman
97039,,OR,Sherman
97040,Mosier,OR,Wasco
97040,Mosier,OR,Wasco
97040,,OR,Wasco
97041,Mount Hood,OR,Hood River
97041,Mount Hood Parkdale,OR,Hood River
97041,Parkdale,OR,Hood River
97041,,OR,Hood River
97042,Beavercreek,OR,Clackamas
97042,Mulino,OR,Clackamas
97042,Mulino,OR,Clackamas
97042,,OR,Clackamas
97044,Odell,OR,Hood River
97045,Beavercreek,OR,Clackamas
97045,Mulino,OR,Clackamas
97045,Oregon City,OR,Clackamas
97045,Oregon City,OR,Clackamas
97045,,OR,Clackamas
97048,Prescott,OR,Columbia
97048,Rainier,OR,Columbia
97048,Rainier,OR,Columbia
97048,,OR,Columbia
97049,Mount Hood Village,OR,Clackamas
97049,Rhododendron,OR,Clackamas
97049,,OR,Clackamas
97050,Rufus,OR,Sherman
97050,Rufus,OR,Sherman
97050,,OR,Sherman
97051,Saint Helens,OR,Columbia
97051,St. Helens,OR,Columbia
97051,,OR,Columbia
97053,Warren,OR,Columbia
97053,Warren,OR,Columbia
97053,,OR,Columbia
97054,Deer Island,OR,Columbia
97054,Deer Island,OR,Columbia
97054,,OR,Columbia
97055,Mount Hood Village,OR,Clackamas
97055,Sandy,OR,Clackamas
97055,Sandy,OR,Clackamas
97055,,OR,Clackamas
97056,Scappoose,OR,Columbia
97056,Scappoose,OR,Columbia
97056,Warren,OR,Columbia
97056,,OR,Columbia
97056,,OR,Multnomah
97056,,OR,Washington
97057,Shaniko,OR,Wasco
97057,Shaniko,OR,Wasco
97058,Chenoweth,OR,Wasco
97058,Rowena,OR,Wasco
97058,The Dalles,OR,Wasco
97058,The Dalles,OR,Wasco
97058,,OR,Wasco
97060,Gresham,OR,Multnomah
97060,Troutdale,OR,Multnomah
97060,Troutdale,OR,Multnomah
97060,Wood Village,OR,Multnomah
97060,,OR,Multnomah
97062,Stafford,OR,Clackamas
97062,Tualatin,OR,Clackamas
97062,,OR,Clackamas
97062,Tualatin,OR,Washington
97062,Tualatin,OR,Washington
97062,,OR,Washington
97063,Pine Hollow,OR,Wasco
97063,Tygh Valley,OR,Wasco
97063,Tygh Valley,OR,Wasco
97063,Wamic,OR,Wasco
97063,,OR,Wasco
97064,Vernonia,OR,Columbia
97064,Vernonia,OR,Columbia
97064,,OR,Columbia
97064,,OR,Washington
97065,Biggs Junction,OR,Sherman
97065,Wasco,OR,Sherman
97065,Wasco,OR,Sherman
97065,,OR,Sherman
97067,Mount Hood Village,OR,Clackamas
97067,Welches,OR,Clackamas
97067,,OR,Clackamas
97068,Stafford,OR,Clackamas
97068,West Linn,OR,Clackamas
97068,West Linn,OR,Clackamas
97068,,OR,Clackamas
97070,Wilsonville,OR,Clackamas
97070,Wilsonville,OR,Clackamas
97070,,OR,Clackamas
97070,Wilsonville,OR,Washington
97070,,OR,Washington
97071,,OR,Clackamas
97071,Woodburn,OR,Marion
97071,Woodburn,OR,Marion
97071,,OR,Marion
97075,Beaverton,OR,Washington
97076,Beaverton,OR,Washington
97077,Beaverton,OR,Washington
97080,,OR,Clackamas
97080,Gresham,OR,Multnomah
97080,Gresham,OR,Multnomah
97080,Portland,OR,Multnomah
97080,,OR,Multnomah
97086,Happy Valley,OR,Clackamas
97086,Happy Valley,OR,Clackamas
97086,Portland,OR,Clackamas
97086,,OR,Clackamas
97089,Damascus,OR,Clackamas
97089,Damascus,OR,Clackamas
97089,Happy Valley,OR,Clackamas
97089,,OR,Clackamas
97101,,OR,Polk
97101,Amity,OR,Yamhill
97101,Amity,OR,Yamhill
97101,,OR,Yamhill
97102,Arch Cape,OR,Clatsop
97102,,OR,Clatsop
97102,,OR,Tillamook
97103,Astoria,OR,Clatsop
97103,Astoria,OR,Clatsop
97103,Jeffers Gardens,OR,Clatsop
97103,,OR,Clatsop
97106,Banks,OR,Washington
97106,Banks,OR,Washington
97106,,OR,Washington
97107,Bay City,OR,Tillamook
97107,Bay City,OR,Tillamook
97107,Garibaldi,OR,Tillamook
97107,,OR,Tillamook
97108,Beaver,OR,Tillamook
97108,Beaver,OR,Tillamook
97108,,OR,Tillamook
97109,Buxton,OR,Washington
97109,,OR,Washington
97110,Cannon Beach,OR,Clatsop
97110,Cannon Beach,OR,Clatsop
97110,,OR,Clatsop
97111,Carlton,OR,Yamhill
97111,Carlton,OR,Yamhill
97111,,OR,Yamhill
97112,Beaver,OR,Tillamook
97112,Cloverdale,OR,Tillamook
97112,Cloverdale,OR,Tillamook
97112,Pacific City,OR,Tillamook
97112,,OR,Tillamook
97113,Cornelius,OR,Washington
97113,Cornelius,OR,Washington
97113,,OR,Washington
97114,Dayton,OR,Yamhill
97114,Dayton,OR,Yamhill
97114,,OR,Yamhill
97115,Dundee,OR,Yamhill
97115,Dundee,OR,Yamhill
97115,,OR,Yamhill
97116,Forest Grove,OR,Washington
97116,Forest Grove,OR,Washington
97116,,OR,Washington
97117,Gales Creek,OR,Washington
97117,,OR,Washington
97118,Garibaldi,OR,Tillamook
97118,Garibaldi,OR,Tillamook
97119,Gaston,OR,Washington
97119,Gaston,OR,Washington
97119,,OR,Washington
97119,Gaston,OR,Yamhill
97119,,OR,Yamhill
97121,Hammond,OR,Clatsop
97121,Warrenton,OR,Clatsop
97121,,OR,Clatsop
97122,Hebo,OR,Tillamook
97122,Hebo,OR,Tillamook
97122,,OR,Tillamook
97123,Aloha,OR,Washington
97123,Cornelius,OR,Washington
97123,Hillsboro,OR,Washington
97123,Hillsboro,OR,Washington
97123,,OR,Washington
97123,,OR,Yamhill
97124,Hillsboro,OR,Washington
97124,Hillsboro,OR,Washington
97124,,OR,Washington
97125,Manning,OR,Washington
97125,,OR,Washington
97127,Lafayette,OR,Yamhill
97127,Lafayette,OR,Yamhill
97128,Lafayette,OR,Yamhill
97128,Mcminnville,OR,Yamhill
97128,McMinnville,OR,Yamhill
97128,,OR,Yamhill
97130,Bayside Gardens,OR,Tillamook
97130,Manzanita,OR,Tillamook
97130,Manzanita,OR,Tillamook
97130,,OR,Tillamook
97131,,OR,Clatsop
97131,Bayside Gardens,OR,Tillamook
97131,Manzanita,OR,Tillamook
97131,Neahkahnie,OR,Tillamook
97131,Nehalem,OR,Tillamook
97131,Nehalem,OR,Tillamook
97131,,OR,Tillamook
97132,,OR,Clackamas
97132,,OR,Washington
97132,Newberg,OR,Yamhill
97132,Newberg,OR,Yamhill
97132,,OR,Yamhill
97133,,OR,Multnomah
97133,North Plains,OR,Washington
97133,North Plains,OR,Washington
97133,,OR,Washington
97134,Oceanside,OR,Tillamook
97134,Oceanside,OR,Tillamook
97135,Pacific City,OR,Tillamook
97135,Pacific City,OR,Tillamook
97135,,OR,Tillamook
97136,Rockaway Beach,OR,Tillamook
97136,Rockaway Beach,OR,Tillamook
97136,Wheeler,OR,Tillamook
97136,,OR,Tillamook
97137,Saint Paul,OR,Marion
97137,St. Paul,OR,Marion
97137,,OR,Marion
97138,Gearhart,OR,Clatsop
97138,Seaside,OR,Clatsop
97138,Seaside,OR,Clatsop
97138,,OR,Clatsop
97140,,OR,Clackamas
97140,Bull Mountain,OR,Washington
97140,Sherwood,OR,Washington
97140,Sherwood,OR,Washington
97140,,OR,Washington
97140,,OR,Yamhill
97141,Bay City,OR,Tillamook
97141,Cape Meares,OR,Tillamook
97141,Idaville,OR,Tillamook
97141,Netarts,OR,Tillamook
97141,Oceanside,OR,Tillamook
97141,Tillamook,OR,Tillamook
97141,Tillamook,OR,Tillamook
97141,,OR,Tillamook
97143,Netarts,OR,Tillamook
97144,Timber,OR,Washington
97144,,OR,Washington
97145,Cannon Beach,OR,Clatsop
97145,Tolovana Park,OR,Clatsop
97145,,OR,Clatsop
97146,Warrenton,OR,Clatsop
97146,Warrenton,OR,Clatsop
97146,,OR,Clatsop
97147,Wheeler,OR,Tillamook
97147,Wheeler,OR,Tillamook
97147,,OR,Tillamook
97148,Yamhill,OR,Yamhill
97148,Yamhill,OR,Yamhill
97148,,OR,Yamhill
97149,Neskowin,OR,Tillamook
97149,Neskowin,OR,Tillamook
97149,,OR,Tillamook
97201,Portland,OR,Multnomah
97201,Portland,OR,Multnomah
97202,Milwaukie,OR,Clackamas
97202,Portland,OR,Clackamas
97202,Portland,OR,Multnomah
97202,Portland,OR,Multnomah
97203,Portland,OR,Multnomah
97203,Portland,OR,Multnomah
97204,Portland,OR,Multnomah
97204,Portland,OR,Multnomah
97205,Portland,OR,Multnomah
97205,Portland,OR,Multnomah
97206,Milwaukie,OR,Clackamas
97206,Portland,OR,Clackamas
97206,,OR,Clackamas
97206,Portland,OR,Multnomah
97206,Portland,OR,Multnomah
97206,,OR,Multnomah
97207,Portland,OR,Multnomah
97208,Portland,OR,Multnomah
97209,Portland,OR,Multnomah
97209,Portland,OR,Multnomah
97210,Portland,OR,Multnomah
97210,Portland,OR,Multnomah
97210,,OR,Multnomah
97210,West Haven-Sylvan,OR,Washington
97211,Portland,OR,Multnomah
97211,Portland,OR,Multnomah
97212,Portland,OR,Multnomah
97212,Portland,OR,Multnomah
97213,Portland,OR,Multnomah
97213,Portland,OR,Multnomah
97214,Portland,OR,Multnomah
97214,Portland,OR,Multnomah
97215,Portland,OR,Multnomah
97215,Portland,OR,Multnomah
97216,Portland,OR,Multnomah
97216,Portland,OR,Multnomah
97217,Portland,OR,Multnomah
97217,Portland,OR,Multnomah
97218,Portland,OR,Multnomah
97218,Portland,OR,Multnomah
97219,Lake Oswego,OR,Clackamas
97219,,OR,Clackamas
97219,Portland,OR,Multnomah
97219,Portland,OR,Multnomah
97219,,OR,Multnomah
97220,Maywood Park,OR,Multnomah
97220,Portland,OR,Multnomah
97220,Portland,OR,Multnomah
97221,Portland,OR,Multnomah
97221,Portland,OR,Multnomah
97221,West Haven-Sylvan,OR,Multnomah
97221,,OR,Multnomah
97221,Portland,OR,Washington
97222,Milwaukie,OR,Clackamas
97222,Oak Grove,OR,Clackamas
97222,Oatfield,OR,Clackamas
97222,Portland,OR,Clackamas
97222,Portland,OR,Clackamas
97222,,OR,Clackamas
97222,Portland,OR,Multnomah
97223,Beaverton,OR,Washington
97223,Bull Mountain,OR,Washington
97223,Garden Home-Whitford,OR,Washington
97223,Metzger,OR,Washington
97223,Portland,OR,Washington
97223,Portland,OR,Washington
97223,Raleigh Hills,OR,Washington
97223,Tigard,OR,Washington
97223,,OR,Washington
97224,Bull Mountain,OR,Washington
97224,Durham,OR,Washington
97224,King City,OR,Washington
97224,Portland,OR,Washington
97224,Tigard,OR,Washington
97224,Tualatin,OR,Washington
97224,,OR,Washington
97225,Portland,OR,Multnomah
97225,,OR,Multnomah
97225,Beaverton,OR,Washington
97225,Cedar Hills,OR,Washington
97225,Portland,OR,Washington
97225,Portland,OR,Washington
97225,Raleigh Hills,OR,Washington
97225,West Haven-Sylvan,OR,Washington
97225,West Slope,OR,Washington
97225,,OR,Washington
97227,Portland,OR,Multnomah
97227,Portland,OR,Multnomah
97228,Portland,OR,Multnomah
97229,Cedar Mill,OR,Multnomah
97229,Portland,OR,Multnomah
97229,,OR,Multnomah
97229,Beaverton,OR,Washington
97229,Bethany,OR,Washington
97229,Cedar Mill,OR,Washington
97229,Hillsboro,OR,Washington
97229,Oak Hills,OR,Washington
97229,Portland,OR,Washington
97229,Portland,OR,Washington
97229,Rockcreek,OR,Washington
97229,West Haven-Sylvan,OR,Washington
97229,,OR,Washington
97230,Gresham,OR,Multnomah
97230,Portland,OR,Multnomah
97230,Portland,OR,Multnomah
97230,,OR,Multnomah
97231,,OR,Columbia
97231,Portland,OR,Multnomah
97231,Portland,OR,Multnomah
97231,,OR,Multnomah
97231,Bethany,OR,Washington
97231,,OR,Washington
97232,Portland,OR,Multnomah
97232,Portland,OR,Multnomah
97233,Gresham,OR,Multnomah
97233,Portland,OR,Multnomah
97233,Portland,OR,Multnomah
97233,,OR,Multnomah
97236,Gresham,OR,Multnomah
97236,Portland,OR,Multnomah
97236,Portland,OR,Multnomah
97236,,OR,Multnomah
97238,Portland,OR,Multnomah
97239,Portland,OR,Multnomah
97239,Portland,OR,Multnomah
97240,Portland,OR,Multnomah
97242,Portland,OR,Multnomah
97256,Portland,OR,Multnomah
97258,Portland,OR,Multnomah
97266,Portland,OR,Multnomah
97266,Portland,OR,Multnomah
97267,Gladstone,OR,Clackamas
97267,Jennings Lodge,OR,Clackamas
97267,Johnson City,OR,Clackamas
97267,Oak Grove,OR,Clackamas
97267,Oatfield,OR,Clackamas
97267,Portland,OR,Clackamas
97268,Portland,OR,Multnomah
97269,Portland,OR,Multnomah
97280,Portland,OR,Multnomah
97281,Portland,OR,Multnomah
97282,Portland,OR,Multnomah
97283,Portland,OR,Multnomah
97286,Portland,OR,Multnomah
97290,Portland,OR,Multnomah
97291,Portland,OR,Multnomah
97292,Portland,OR,Multnomah
97293,Portland,OR,Multnomah
97294,Portland,OR,Multnomah
97296,Portland,OR,Multnomah
97298,Portland,OR,Multnomah
97301,Four Corners,OR,Marion
97301,Salem,OR,Marion
97301,Salem,OR,Marion
97301,,OR,Marion
97302,Salem,OR,Marion
97302,Salem,OR,Marion
97302,,OR,Marion
97303,Keizer,OR,Marion
97303,Salem,OR,Marion
97303,Salem,OR,Marion
97303,,OR,Marion
97304,Eola,OR,Polk
97304,Salem,OR,Polk
97304,Salem,OR,Polk
97304,,OR,Polk
97304,,OR,Yamhill
97305,Brooks,OR,Marion
97305,Four Corners,OR,Marion
97305,Hayesville,OR,Marion
97305,Labish Village,OR,Marion
97305,Salem,OR,Marion
97305,Salem,OR,Marion
97305,,OR,Marion
97306,Salem,OR,Marion
97306,Salem,OR,Marion
97306,,OR,Marion
97307,Keizer,OR,Marion
97308,Salem,OR,Marion
97309,Salem,OR,Marion
97310,Salem,OR,Marion
97311,Salem,OR,Marion
97312,Salem,OR,Marion
97314,Salem,OR,Marion
97317,Four Corners,OR,Marion
97317,Salem,OR,Marion
97317,Salem,OR,Marion
97317,,OR,Marion
97321,Albany,OR,Benton
97321,Albany,OR,Benton
97321,,OR,Benton
97321,Albany,OR,Linn
97321,Millersburg,OR,Linn
97321,,OR,Linn
97322,Albany,OR,Linn
97322,Albany,OR,Linn
97322,,OR,Linn
97324,Alsea,OR,Benton
97324,Alsea,OR,Benton
97324,,OR,Benton
97324,,OR,Lane
97324,,OR,Lincoln
97325,Aumsville,OR,Marion
97325,Aumsville,OR,Marion
97325,Stayton,OR,Marion
97325,,OR,Marion
97326,Blodgett,OR,Benton
97326,Summit,OR,Benton
97326,,OR,Benton
97326,Blodgett,OR,Lincoln
97326,,OR,Lincoln
97327,Brownsville,OR,Linn
97327,Brownsville,OR,Linn
97327,Crawfordsville,OR,Linn
97327,,OR,Linn
97329,Cascadia,OR,Linn
97329,Cascadia,OR,Linn
97329,,OR,Linn
97330,Adair Village,OR,Benton
97330,Corvallis,OR,Benton
97330,Corvallis,OR,Benton
97330,,OR,Benton
97331,Corvallis,OR,Benton
97331,Corvallis,OR,Benton
97333,Corvallis,OR,Benton
97333,Corvallis,OR,Benton
97333,,OR,Benton
97333,,OR,Linn
97335,Crabtree,OR,Linn
97336,Crawfordsville,OR,Linn
97338,Dallas,OR,Polk
97338,Dallas,OR,Polk
97338,,OR,Polk
97339,Corvallis,OR,Benton
97341,Depoe Bay,OR,Lincoln
97341,Depoe Bay,OR,Lincoln
97341,Lincoln Beach,OR,Lincoln
97341,,OR,Lincoln
97342,Detroit,OR,Marion
97342,Detroit,OR,Marion
97342,Idanha,OR,Marion
97342,,OR,Marion
97343,Eddyville,OR,Lincoln
97343,,OR,Lincoln
97344,Falls City,OR,Polk
97344,Falls City,OR,Polk
97344,,OR,Polk
97345,Cascadia,OR,Linn
97345,Foster,OR,Linn
97345,Sweet Home,OR,Linn
97345,,OR,Linn
97346,Gates,OR,Linn
97346,Gates,OR,Linn
97346,,OR,Linn
97346,Gates,OR,Marion
97346,,OR,Marion
97347,Fort Hill,OR,Polk
97347,Grand Ronde,OR,Polk
97347,Grand Ronde,OR,Polk
97347,,OR,Polk
97347,,OR,Tillamook
97347,Fort Hill,OR,Yamhill
97347,Grand Ronde,OR,Yamhill
97347,,OR,Yamhill
97348,Halsey,OR,Linn
97348,Halsey,OR,Linn
97348,Peoria,OR,Linn
97348,,OR,Linn
97350,Idanha,OR,Linn
97350,,OR,Linn
97350,Idanha,OR,Marion
97350,Idanha,OR,Marion
97350,,OR,Marion
97351,Independence,OR,Polk
97351,Independence,OR,Polk
97351,Monmouth,OR,Polk
97351,,OR,Polk
97352,,OR,Linn
97352,Jefferson,OR,Marion
97352,Jefferson,OR,Marion
97352,,OR,Marion
97355,Lacomb,OR,Linn
97355,Lebanon,OR,Linn
97355,Lebanon,OR,Linn
97355,Sodaville,OR,Linn
97355,South Lebanon,OR,Linn
97355,Waterloo,OR,Linn
97355,,OR,Linn
97357,Logsden,OR,Lincoln
97357,,OR,Lincoln
97358,Lyons,OR,Linn
97358,,OR,Linn
97358,Lyons,OR,Marion
97358,,OR,Marion
97360,Mill City,OR,Linn
97360,,OR,Linn
97360,Mill City,OR,Marion
97360,Mill City,OR,Marion
97360,,OR,Marion
97361,Kings Valley,OR,Benton
97361,,OR,Benton
97361,Monmouth,OR,Polk
97361,Monmouth,OR,Polk
97361,,OR,Polk
97362,,OR,Clackamas
97362,Mount Angel,OR,Marion
97362,Mount Angel,OR,Marion
97362,,OR,Marion
97364,Lincoln City,OR,Lincoln
97364,Neotsu,OR,Lincoln
97364,,OR,Lincoln
97365,Newport,OR,Lincoln
97365,Newport,OR,Lincoln
97365,Toledo,OR,Lincoln
97365,,OR,Lincoln
97366,Newport,OR,Lincoln
97366,South Beach,OR,Lincoln
97366,,OR,Lincoln
97367,Lincoln Beach,OR,Lincoln
97367,Lincoln City,OR,Lincoln
97367,Lincoln City,OR,Lincoln
97367,,OR,Lincoln
97368,Otis,OR,Lincoln
97368,Rose Lodge,OR,Lincoln
97368,,OR,Lincoln
97368,,OR,Tillamook
97369,Otter Rock,OR,Lincoln
97369,,OR,Lincoln
97370,Kings Valley,OR,Benton
97370,Philomath,OR,Benton
97370,Philomath,OR,Benton
97370,,OR,Benton
97370,,OR,Polk
97371,Rickreall,OR,Polk
97371,Rickreall,OR,Polk
97371,,OR,Polk
97373,Saint Benedict,OR,Marion
97373,,OR,Marion
97374,Crabtree,OR,Linn
97374,Scio,OR,Linn
97374,Scio,OR,Linn
97374,West Scio,OR,Linn
97374,,OR,Linn
97375,,OR,Clackamas
97375,Scotts Mills,OR,Marion
97375,Scotts Mills,OR,Marion
97375,,OR,Marion
97376,Seal Rock,OR,Lincoln
97376,,OR,Lincoln
97377,Peoria,OR,Linn
97377,Shedd,OR,Linn
97377,Shedd,OR,Linn
97377,,OR,Linn
97378,,OR,Polk
97378,Sheridan,OR,Yamhill
97378,Sheridan,OR,Yamhill
97378,,OR,Yamhill
97380,Siletz,OR,Lincoln
97380,Siletz,OR,Lincoln
97380,,OR,Lincoln
97381,Silverton,OR,Marion
97381,Silverton,OR,Marion
97381,,OR,Marion
97383,,OR,Linn
97383,Mehama,OR,Marion
97383,Stayton,OR,Marion
97383,Stayton,OR,Marion
97383,,OR,Marion
97384,Mehama,OR,Marion
97384,Mehama,OR,Marion
97385,Sublimity,OR,Marion
97385,Sublimity,OR,Marion
97385,,OR,Marion
97386,Crawfordsville,OR,Linn
97386,Holley,OR,Linn
97386,Sweet Home,OR,Linn
97386,Sweet Home,OR,Linn
97386,,OR,Linn
97388,Gleneden Beach,OR,Lincoln
97388,Lincoln Beach,OR,Lincoln
97388,,OR,Lincoln
97389,Albany,OR,Linn
97389,Tangent,OR,Linn
97389,Tangent,OR,Linn
97389,,OR,Linn
97390,,OR,Lane
97390,Tidewater,OR,Lincoln
97390,,OR,Lincoln
97391,Toledo,OR,Lincoln
97391,Toledo,OR,Lincoln
97391,,OR,Lincoln
97392,Marion,OR,Marion
97392,Turner,OR,Marion
97392,Turner,OR,Marion
97392,,OR,Marion
97394,Waldport,OR,Lincoln
97394,Waldport,OR,Lincoln
97394,,OR,Lincoln
97396,Fort Hill,OR,Polk
97396,Willamina,OR,Polk
97396,,OR,Polk
97396,Willamina,OR,Yamhill
97396,Willamina,OR,Yamhill
97396,,OR,Yamhill
97401,Eugene,OR,Lane
97401,Eugene,OR,Lane
97401,,OR,Lane
97402,Eugene,OR,Lane
97402,Eugene,OR,Lane
97402,,OR,Lane
97403,Eugene,OR,Lane
97403,Eugene,OR,Lane
97403,Springfield,OR,Lane
97403,,OR,Lane
97404,Eugene,OR,Lane
97404,Eugene,OR,Lane
97404,,OR,Lane
97405,Eugene,OR,Lane
97405,Eugene,OR,Lane
97405,,OR,Lane
97406,Agness,OR,Curry
97406,,OR,Curry
97407,Allegany,OR,Coos
97408,Coburg,OR,Lane
97408,Eugene,OR,Lane
97408,Eugene,OR,Lane
97408,,OR,Lane
97409,Alvadore,OR,Lane
97410,Azalea,OR,Douglas
97410,,OR,Douglas
97411,Bandon,OR,Coos
97411,Bandon,OR,Coos
97411,,OR,Coos
97412,Blachly,OR,Lane
97412,,OR,Lane
97413,Blue River,OR,Lane
97413,,OR,Lane
97413,,OR,Linn
97414,Broadbent,OR,Coos
97414,,OR,Coos
97415,Brookings,OR,Curry
97415,Brookings,OR,Curry
97415,Harbor,OR,Curry
97415,,OR,Curry
97416,Camas Valley,OR,Douglas
97416,,OR,Douglas
97417,Canyonville,OR,Douglas
97417,Canyonville,OR,Douglas
97417,Days Creek,OR,Douglas
97417,,OR,Douglas
97419,Cheshire,OR,Lane
97419,,OR,Lane
97420,Barview,OR,Coos
97420,Bunker Hill,OR,Coos
97420,Coos Bay,OR,Coos
97420,Coos Bay,OR,Coos
97420,North Bend,OR,Coos
97420,,OR,Coos
97423,Coquille,OR,Coos
97423,Coquille,OR,Coos
